player_name,team_name,position,accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,appearances,assists,attemptPenaltyMiss,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,crossesNotClaimed,directRedCards,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goals,goalsAssistsSum,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,id,inaccuratePasses,interceptions,keyPasses,leftFootGoals,matchesStarted,minutesPlayed,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,rating,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalShots,totalAppearances,touches,wasFouled,yellowCards,yellowRedCards
Declan Rice,Arsenal,M,64,45,27.10843373,501,81,49.09090909,982,768,1750,87.58758759,48,66.66666667,24,34,5,0,0,170,16,3,13,11,70,0,0,17,13,94,1,0,6.5350035,3.1747,26,0,10,0,4,9,,87,55.41401274,1,0,0,2145603,248,35,62,0,33,2919,1,12,0,1,0,0,0,0,0,0,0,462,12,0,7.441176471,0,3,0,0,0,0,0,0,729.75,0,5,13,27,14,13,14,50,0,64,33,51.5625,61,118,28,166,135,58.95196507,165,1166,832,1998,40,3,2591,9,3,0
Gabriel Magalhães,Arsenal,D,41,1,20,196,73,45.34161491,555,860,1415,88.27199002,94,62.25165563,57,29,4,0,0,59,5,4,10,15,166,0,0,4,6,84,1,2,1.77176018,2.623,18,0,12.5,44,3,7,,67,71.27659574,1,0,2,2145611,188,22,7,2,28,2526,0,32,0,0,0,0,0,0,0,0,0,216,2,0,7.3,0,0,0,0,0,0,0,0,842,0,0,20,4,8,6,1,50,0,36,19,52.77777778,7,91,2,5,161,65.71428571,161,684,919,1603,24,5,1994,30,4,0
Bukayo Saka,Arsenal,F,15,37,32.17391304,314,14,35.8974359,441,111,552,76.88022284,22,44.89795918,27,29,4,0,0,109,11,8,23,7,10,0,0,30,15,143,0,1,6.62425466,7.314,29,0,10.60606061,0,7,11,,137,54.15019763,1,0,1,2145631,166,15,59,4,23,2055,14,0,0,2,1,0,100,0,1,0,0,376,26,0,7.265517241,0,2,0,0,0,0,0,0,293.5714286,0,2,50,16,16,27,50,53.19148936,0,36,17,47.22222222,57,37,94,115,159,52.64900662,39,583,135,718,66,5,1287,51,1,0
Martín Zubimendi,Arsenal,M,48,2,18.18181818,391,51,47.6635514,881,716,1597,87.60285244,65,68.42105263,30,35,1,0,0,112,1,2,8,10,74,0,0,10,21,98,2,3,2.21511757,2.8516,31,0,18.51851852,0,5,6,,85,55.55555556,2,0,2,2145641,226,39,18,0,33,2871,1,5,0,0,0,0,0,0,0,0,0,291,7,0,7.068571429,0,3,0,0,0,0,0,0,574.2,0,0,20,7,10,9,7,46.66666667,0,67,38,56.71641791,18,95,15,11,150,60.48387097,107,1049,774,1823,27,2,2206,13,4,0
William Saliba,Arsenal,D,26,4,44.44444444,245,55,50,651,1166,1817,92.65680775,67,54.91803279,55,29,0,0,0,106,1,2,1,13,121,0,0,8,6,93,0,2,1.24705521,0.8575,21,0,20,23,1,1,,55,59.13978495,1,0,0,2145639,144,17,10,0,28,2435,1,6,0,0,0,0,0,0,0,0,0,176,2,0,6.996428571,0,0,0,0,0,0,0,0,2435,0,0,5,0,3,1,7,70,0,33,21,63.63636364,10,52,10,9,122,56.74418605,110,747,1214,1961,5,0,2243,15,1,0
Martin Ødegaard,Arsenal,M,28,6,27.27272727,268,35,53.84615385,427,200,627,84.61538462,3,37.5,5,22,5,0,0,65,6,0,4,3,6,0,0,12,11,51,0,1,3.47289793,1.0175,9,0,4.761904762,0,1,6,,35,43.20987654,0,0,0,2145629,114,7,38,1,15,1258,2,0,0,1,0,0,0,0,0,0,0,179,18,0,6.995454545,0,0,0,0,0,0,0,0,1258,0,0,9,12,9,8,9,39.13043478,0,19,8,42.10526316,37,71,23,22,38,42.69662921,65,524,217,741,21,2,898,7,0,0
Eberechi Eze,Arsenal,M,12,2,16.66666667,204,15,41.66666667,332,158,490,83.61774744,9,29.03225806,22,30,2,0,0,71,4,1,21,2,10,0,0,22,6,84,0,1,2.57273945,4.2063,16,0,12.5,0,7,9,,79,56.02836879,0,0,1,2143784,96,10,14,1,20,1745,1,1,0,0,0,0,0,0,0,0,0,177,16,0,6.966666667,0,6,0,0,0,0,0,0,249.2857143,0,0,31,25,18,17,26,56.52173913,0,18,13,72.22222222,14,30,46,12,88,51.1627907,36,409,177,586,56,2,863,35,1,0
Piero Hincapie,Arsenal,D,14,4,12.90322581,155,22,36.06557377,343,348,691,88.58974359,31,50.81967213,30,23,2,0,0,59,2,0,1,4,85,0,0,5,12,69,0,0,1.60845183,0.3286,18,0,50,4,1,3,,67,63.20754717,0,0,0,2395084,89,24,13,1,19,1684,1,9,1,0,0,0,0,0,0,0,0,163,3,0,6.934782609,0,0,0,0,0,0,0,0,1684,0,0,1,1,0,1,7,50,0,47,26,55.31914894,13,26,14,31,98,58.68263473,61,402,378,780,2,1,1179,14,2,0
Leandro Trossard,Arsenal,F,35,14,25.45454545,261,29,42.64705882,404,129,533,76.80115274,6,33.33333333,12,29,6,0,0,74,7,6,18,3,14,0,0,37,16,107,0,1,3.4157725,4.95,13,0,10.41666667,0,5,11,,84,46.9273743,0,0,2,2164655,161,9,34,1,19,1827,5,3,0,0,0,0,0,0,0,0,0,320,9,0,6.913793103,0,4,0,0,0,0,0,0,365.4,0,0,35,13,17,13,23,43.39622642,0,26,17,65.38461538,34,73,53,55,90,45.68527919,68,541,153,694,48,2,1104,36,1,0
Jurrien Timber,Arsenal,D,18,6,13.04347826,344,20,38.46153846,573,352,925,85.25345622,40,66.66666667,20,30,5,0,0,97,4,7,3,11,53,0,0,25,9,110,0,1,1.60875528,4.7688,38,0,12,0,3,8,,107,54.31472081,2,0,0,2145601,160,24,27,0,28,2457,0,6,0,0,0,0,0,0,0,0,1,302,7,0,6.913333333,0,1,0,0,0,0,0,0,819,0,0,24,1,15,7,13,39.39393939,0,66,37,56.06060606,27,42,33,46,147,57.19844358,52,695,390,1085,25,1,1656,29,5,0
Cristhian Mosquera,Arsenal,D,10,0,0,72,8,42.10526316,169,267,436,91.40461216,13,39.39393939,20,17,0,0,0,27,0,0,0,1,37,0,0,1,4,39,0,1,0.50960324,0.096,13,0,0,2,0,0,,30,61.2244898,0,0,0,2164659,41,8,3,0,7,778,1,6,0,0,0,0,0,0,0,0,0,57,0,0,6.886666667,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,26,17,65.38461538,3,17,1,1,43,52.43902439,19,188,289,477,1,0,604,4,3,0
David Raya,Arsenal,G,51,0,0,82,189,34.61538462,154,529,683,65.23400191,8,88.88888889,1,35,0,0,0,295,0,0,0,17,34,1,0,0,0,1,1,3,0.10810685,,0,0,0,124,0,0,-1.9275,14,100,0,33,0,2145637,364,1,3,0,35,3150,0,0,0,0,0,0,0,0,0,0,0,373,0,8,6.885714286,0,0,32,42,14,57,0,10,0,0,0,0,0,0,0,1,100,32,1,1,100,3,79,1,0,22,95.65217391,546,480,567,1047,0,2,1377,12,1,0
Riccardo Calafiori,Arsenal,D,8,3,14.28571429,169,19,51.35135135,303,278,581,85.69321534,42,60,28,23,2,0,0,67,0,2,9,4,50,0,0,9,8,75,0,1,0.51035235,3.1266,25,0,3.448275862,0,1,3,,55,53.92156863,1,0,2,2145621,97,15,6,0,19,1545,4,4,0,0,0,0,0,0,0,0,0,183,5,0,6.877272727,0,0,0,0,0,0,0,0,1545,0,0,20,9,13,7,15,71.42857143,0,32,19,59.375,6,15,21,21,97,56.39534884,37,359,319,678,29,1,1060,9,5,0
Ben White,Arsenal,D,7,3,20,110,10,32.25806452,163,113,276,81.4159292,12,44.44444444,15,11,1,0,0,28,3,0,1,3,25,0,0,2,8,31,0,0,0.67159051,0.4567,5,0,0,0,0,1,,24,60,0,0,0,2145609,63,9,8,0,8,685,3,4,0,0,0,0,0,0,0,0,0,97,4,0,6.863636364,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,3,75,0,15,9,60,8,22,4,15,36,53.73134328,31,215,124,339,5,0,526,6,0,0
Mikel Merino,Arsenal,M,8,0,0,96,7,33.33333333,164,105,269,75.77464789,28,39.43661972,43,21,3,0,0,55,4,4,6,2,19,0,0,17,6,92,0,0,1.45131127,3.0097,21,0,19.04761905,0,4,7,,51,51,3,0,0,2145649,86,10,12,0,10,1007,3,2,0,0,0,0,0,0,0,0,0,133,8,0,6.861904762,0,1,0,0,0,0,0,0,251.75,0,0,17,4,7,8,5,41.66666667,0,26,13,50,12,21,12,4,79,46.19883041,21,237,118,355,21,1,539,20,1,0
Max Dowman,Arsenal,M,0,1,16.66666667,14,0,0,21,4,25,89.28571429,0,0,2,5,0,0,0,8,0,0,1,0,0,0,0,3,2,18,0,0,0.15502657,1.1825,1,0,16.66666667,0,1,1,,13,44.82758621,0,0,0,2164649,3,1,3,1,0,100,0,0,0,0,0,0,0,0,0,0,1,25,1,0,6.84,0,0,0,0,0,0,0,0,100,0,0,5,1,4,1,5,33.33333333,0,2,2,100,3,0,15,6,13,41.93548387,0,24,4,28,6,0,79,6,0,0
Noni Madueke,Arsenal,M,8,15,19.73684211,152,10,52.63157895,217,61,278,75.54347826,10,47.61904762,11,24,1,0,0,32,5,2,8,0,6,0,0,16,20,91,0,0,2.52389481,1.0509,15,0,9.090909091,0,2,3,,62,43.66197183,1,0,0,2145617,90,4,19,1,15,1133,4,1,0,0,0,0,0,0,0,0,0,241,9,0,6.830434783,0,0,0,0,0,0,0,0,566.5,0,0,19,3,6,8,26,46.42857143,0,21,10,47.61904762,19,16,56,76,72,44.17177914,19,296,72,368,22,2,668,15,0,0
Ethan Nwaneri,Arsenal,M,3,0,0,26,5,55.55555556,42,37,79,90.8045977,1,25,3,6,0,0,0,10,0,0,2,0,1,0,0,2,3,14,0,0,0.08285118,0.2321,2,0,0,0,0,0,,4,26.66666667,0,0,0,2164657,8,0,1,0,0,175,0,0,0,0,0,0,0,0,0,0,0,20,2,0,6.74,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,3,37.5,0,1,0,0,1,5,8,2,5,26.31578947,9,48,39,87,6,0,121,0,0,0
Myles Lewis-Skelly,Arsenal,D,4,0,0,58,5,50,107,134,241,90.94339623,4,28.57142857,10,17,0,0,0,23,0,0,1,1,10,0,0,7,2,27,0,1,0.16848801,0.107,7,0,0,0,0,0,,26,60.46511628,0,0,0,2145645,24,4,4,0,3,525,1,1,0,0,0,0,0,0,0,0,0,46,1,0,6.633333333,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,8,88.88888889,0,8,5,62.5,4,6,9,0,30,52.63157895,10,123,142,265,2,0,369,10,3,0
Kai Havertz,Arsenal,F,3,0,0,38,1,33.33333333,56,20,76,68.46846847,15,40.54054054,22,9,2,0,0,12,0,5,3,0,7,0,0,7,6,40,0,0,0.14197128,2.5193,5,0,8.333333333,0,1,3,,16,47.05882353,0,0,0,2145647,35,0,5,0,6,442,2,1,0,0,0,0,0,0,0,0,0,67,3,0,6.622222222,0,1,0,0,0,0,0,0,442,0,0,9,3,6,3,3,60,0,5,3,60,5,4,5,3,31,43.66197183,3,86,25,111,12,0,192,8,0,0
Viktor Gyökeres,Arsenal,F,4,2,28.57142857,107,1,33.33333333,146,33,179,60.47297297,28,30.10752688,65,33,1,0,0,49,3,12,13,3,18,0,0,23,7,152,0,1,1.79948626,12.1183,32,0,26.92307692,0,14,15,,39,30.95238095,2,0,1,2145615,117,1,18,2,25,2131,4,3,0,0,3,0,100,0,3,0,0,257,18,0,6.612121212,0,10,0,0,0,0,0,0,152.2142857,0,0,48,4,17,22,6,17.14285714,0,6,5,83.33333333,18,11,35,7,67,30.59360731,3,246,50,296,52,3,604,28,5,0
Christian Nørgaard,Arsenal,M,2,0,0,0,0,0,3,16,19,82.60869565,2,50,2,6,0,0,0,4,0,0,0,0,6,0,0,1,2,6,0,0,0.00172916,0.0511,1,0,0,0,0,0,,0,0,0,0,0,2375966,4,0,0,0,0,63,0,1,0,0,0,0,0,0,0,0,0,8,1,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,2,25,1,6,17,23,1,0,41,0,0,0
Gabriel Martinelli,Arsenal,F,2,7,22.58064516,74,3,21.42857143,123,40,163,70.56277056,8,30.76923077,18,28,3,0,0,47,3,7,7,0,10,0,0,25,5,73,0,2,1.02400049,3.8602,10,0,3.571428571,0,1,4,,42,43.29896907,0,0,0,2145605,68,1,11,0,10,988,5,1,0,0,0,0,0,0,0,0,0,177,14,0,6.596428571,0,1,0,0,0,0,0,0,988,0,0,25,3,9,12,18,52.94117647,0,12,8,66.66666667,11,8,34,31,50,40.6504065,14,180,51,231,28,0,467,13,3,0
Gabriel Jesus,Arsenal,F,4,0,0,32,0,0,54,16,70,75.2688172,9,34.61538462,17,13,0,0,0,18,0,3,3,0,3,0,0,10,1,42,0,0,0.24780149,1.8106,6,0,13.33333333,0,2,2,,12,32.43243243,0,0,0,2534632,23,3,2,0,2,346,7,0,0,0,0,0,0,0,0,0,0,63,3,0,6.538461538,0,2,0,0,0,0,0,0,173,0,0,13,2,2,10,7,46.66666667,0,4,0,0,2,7,15,0,21,33.33333333,1,70,23,93,15,0,188,1,2,0
Rodri,Manchester City,M,89,1,20,321,86,69.91869919,817,564,1381,90.26143791,34,75.55555556,11,20,0,0,0,99,2,0,5,3,40,0,0,10,14,55,0,3,2.45729392,0.8052,13,0,8.333333333,1,1,1,,72,62.06896552,1,0,0,2162749,149,13,23,0,16,1423,0,3,0,0,0,0,0,0,0,0,0,184,8,0,7.421052632,0,0,0,0,0,0,0,0,1423,0,0,5,7,5,2,6,46.15384615,0,39,20,51.28205128,23,126,13,5,106,65.83850932,123,923,607,1530,12,2,1757,27,2,0
James Trafford,Manchester City,G,3,0,0,1,13,32.5,3,74,77,71.96261682,1,100,0,3,0,0,0,33,0,0,0,1,6,0,0,0,0,0,1,0,0.00099632,,0,0,0,15,0,0,1.8896,4,100,0,2,0,2139119,30,0,0,0,3,270,0,0,0,0,0,0,0,1,0,0,0,30,0,1,7.4,0,0,8,9,2,11,0,4,0,0,0,0,0,0,0,1,100,7,2,1,50,0,3,1,0,5,100,40,26,81,107,0,0,142,1,0,0
Jeremy Doku,Manchester City,M,5,14,26.41509434,335,11,61.11111111,461,100,561,83.73134328,4,40,6,26,5,0,0,85,11,4,11,2,1,0,0,44,8,136,0,0,5.5869444,2.3729,22,0,12.90322581,0,4,9,,150,53.57142857,0,0,1,2139131,109,12,51,2,17,1574,3,0,0,1,0,0,0,0,0,0,2,330,20,0,7.373076923,0,2,0,0,0,0,0,0,393.5,0,0,21,10,8,12,74,56.48854962,0,21,14,66.66666667,50,8,131,53,154,53.10344828,18,559,111,670,31,4,1158,56,0,0
Erling Haaland,Manchester City,F,5,1,33.33333333,100,4,28.57142857,151,85,236,65.19337017,72,62.06896552,44,33,7,0,1,38,8,27,23,8,39,0,0,22,4,106,0,0,2.19854741,23.9782,23,0,21.00840336,0,25,32,,55,47.00854701,3,0,6,2139121,126,5,22,20,32,2778,4,1,0,0,4,0,75,0,3,0,0,215,13,0,7.333333333,0,2,0,0,0,0,0,0,111.12,0,0,107,12,42,54,15,50,0,15,9,60,22,13,30,3,127,54.50643777,14,252,110,362,119,6,737,25,2,0
Marc Guehi,Manchester City,D,73,3,18.75,350,69,39.88439306,844,1014,1858,89.36988937,95,67.85714286,45,32,3,0,0,128,5,6,8,12,150,0,0,16,11,95,2,0,2.22098124,3.9994,20,0,10,37,3,6,,79,61.24031008,1,0,2,2143766,221,49,18,0,32,2880,0,22,0,0,0,0,0,0,0,0,1,276,5,0,7.290625,0,2,0,0,0,0,0,0,960,0,0,29,1,13,9,6,60,0,42,28,66.66666667,18,148,10,16,174,64.68401487,173,994,1085,2079,30,5,2535,31,6,0
Rayan Cherki,Manchester City,M,44,22,30.1369863,448,29,49.15254237,766,275,1041,86.75,1,12.5,7,29,11,0,0,87,18,2,20,3,6,0,0,31,19,123,0,1,8.03546191,3.8583,15,0,8,0,4,15,,105,47.51131222,0,0,3,2139176,159,7,57,0,18,1657,1,1,0,1,0,0,0,0,0,0,0,340,15,0,7.25862069,0,4,0,0,0,0,0,0,414.25,0,3,37,13,17,13,47,47.95918367,0,25,18,72,56,80,98,73,106,46.28820961,59,901,299,1200,50,3,1641,33,1,0
Ruben Dias,Manchester City,D,34,3,33.33333333,229,47,50,722,848,1570,93.00947867,58,65.16853933,31,25,0,0,0,70,0,1,3,11,115,0,0,3,2,53,0,2,0.62277125,0.5644,14,0,20,15,2,2,,24,52.17391304,0,0,0,2139151,118,22,6,0,23,2059,0,17,0,0,0,0,0,0,0,0,0,134,2,0,7.2,0,2,0,0,0,0,0,0,1029.5,0,0,6,4,3,4,3,50,0,13,6,46.15384615,6,72,6,9,82,60.74074074,94,797,891,1688,10,3,1945,9,3,0
Max Alleyne,Manchester City,D,2,0,0,13,8,80,57,63,120,93.75,3,100,0,2,0,0,0,4,0,1,0,0,4,0,0,1,0,2,0,0,0.0644063,0.259,0,0,0,6,0,0,,6,75,0,0,0,2578844,8,4,1,0,2,135,0,0,0,0,0,0,0,0,0,0,0,11,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,3,75,0,3,3,100,1,3,4,0,9,81.81818182,10,63,65,128,2,0,148,0,0,0
Joško Gvardiol,Manchester City,D,43,1,50,190,38,49.35064935,465,429,894,89.66900702,26,56.52173913,20,16,2,0,0,49,1,2,4,5,60,0,0,3,1,43,0,2,0.65621188,2.3419,16,0,12.5,23,2,4,,27,54,1,0,1,2266831,103,13,5,0,15,1304,0,9,0,1,0,1,0,0,0,0,0,124,0,0,7.01875,0,1,0,0,0,0,0,0,652,0,0,13,3,7,5,2,33.33333333,0,18,13,72.22222222,4,64,6,2,53,55.20833333,77,529,468,997,16,1,1188,7,2,0
Gianluigi Donnarumma,Manchester City,G,70,0,0,14,122,43.41637011,55,597,652,79.90196078,15,93.75,1,31,0,0,0,215,0,0,0,13,40,3,0,0,1,2,2,3,0.14800162,,0,0,0,92,0,0,4.9768,5,83.33333333,0,11,0,2266827,164,1,1,0,31,2790,0,0,0,0,0,0,0,1,0,1,0,169,0,27,7.012903226,0,0,16,51,19,72,1,19,0,0,0,0,0,0,0,2,100,15,0,0,0,1,112,2,0,20,90.90909091,281,164,652,816,0,0,1069,3,7,0
Antoine Semenyo,Manchester City,M,13,6,14.28571429,296,25,50,488,179,667,79.31034483,58,50,58,33,4,0,1,136,7,7,13,9,27,0,0,57,20,250,0,2,2.7323286,10.5851,52,1,19.23076923,0,15,19,,114,37.25490196,0,0,3,2134467,174,11,36,6,33,2906,18,6,0,0,2,1,50,0,1,0,0,478,24,0,6.996969697,0,9,0,0,0,0,0,0,193.7333333,50,2,58,20,27,38,49,42.60869565,0,44,32,72.72727273,36,18,115,42,172,40.75829384,50,632,209,841,78,3,1540,21,7,0
Phil Foden,Manchester City,M,40,36,33.64485981,323,41,63.07692308,614,332,946,88.08193669,6,28.57142857,15,29,3,0,0,89,8,4,19,7,12,0,0,26,13,90,0,2,4.03636543,5.7398,17,0,13.46153846,0,7,10,,80,51.61290323,2,0,1,2162748,128,8,47,4,21,1871,2,3,0,1,0,0,0,0,0,0,0,284,9,0,6.975862069,0,1,0,0,0,0,0,0,267.2857143,0,2,28,24,16,17,22,52.38095238,0,30,13,43.33333333,46,61,42,107,86,48.86363636,65,713,361,1074,52,3,1480,28,4,0
Nico González,Manchester City,M,26,1,50,276,31,54.38596491,690,431,1121,90.11254019,30,51.72413793,28,24,0,0,0,83,1,0,8,4,42,0,0,14,9,82,0,2,1.04931354,0.5958,29,0,7.692307692,3,1,1,,69,56.09756098,0,0,0,2139153,123,22,10,0,16,1485,0,6,0,0,0,0,0,0,0,0,0,165,11,0,6.945833333,0,1,0,0,0,0,0,0,1485,0,0,2,11,3,2,12,70.58823529,0,39,29,74.35897436,10,46,17,2,99,54.6961326,57,770,474,1244,13,1,1489,18,6,0
Matheus Nunes,Manchester City,D,36,16,26.2295082,553,54,50.94339623,1060,706,1766,89.19191919,36,58.06451613,26,31,5,0,0,153,6,0,1,11,91,0,0,16,19,100,1,2,2.16660202,0.3479,15,0,14.28571429,0,1,6,,106,58.88888889,0,0,0,2139173,214,28,25,0,29,2627,4,8,0,0,0,1,0,0,0,0,1,370,7,0,6.938709677,0,1,0,0,0,0,0,0,2627,0,0,2,5,4,2,23,46.93877551,0,56,40,71.42857143,25,84,49,61,142,58.67768595,106,1195,785,1980,7,1,2651,27,4,0
Abdukodir Khusanov,Manchester City,D,21,1,50,106,36,52.17391304,352,471,823,91.85267857,14,48.27586207,15,19,0,0,0,68,0,1,0,4,52,0,0,2,3,34,0,1,0.32292572,0.617,12,0,0,3,0,0,,39,67.24137931,0,0,0,2139139,73,29,6,0,13,1249,0,9,0,0,0,0,0,0,0,0,0,97,1,0,6.936842105,0,0,0,0,0,0,0,0,0,0,0,3,2,4,1,7,77.77777778,0,26,19,73.07692308,6,35,9,2,53,60.91954023,69,390,506,896,5,0,1099,6,2,0
Rayan Aït-Nouri,Manchester City,D,2,6,31.57894737,154,6,31.57894737,301,178,479,90.20715631,14,63.63636364,8,15,2,0,0,46,2,1,2,3,17,0,0,7,6,52,0,1,1.75268803,0.4932,13,0,0,0,0,2,,60,57.69230769,0,0,0,2139149,52,13,10,0,11,873,0,1,0,0,0,0,0,0,0,0,0,113,4,0,6.907692308,0,0,0,0,0,0,0,0,0,0,0,3,6,5,2,20,52.63157895,0,31,21,67.74193548,10,7,38,19,74,58.73015873,19,333,198,531,9,1,786,9,2,0
Nico O'Reilly,Manchester City,D,12,9,25.71428571,305,12,26.66666667,668,425,1093,86.47151899,46,52.27272727,42,32,3,0,0,96,6,6,12,9,66,0,0,31,21,170,0,1,2.62564581,5.4403,42,0,12.82051282,0,5,8,,107,45.53191489,2,0,0,2139177,171,20,22,3,27,2468,1,11,0,0,0,0,0,0,0,0,0,341,9,0,6.896875,0,0,0,0,0,0,0,0,493.6,0,0,31,8,13,14,22,39.28571429,0,67,36,53.73134328,22,28,56,35,153,47.36842105,45,776,488,1264,39,4,1934,18,4,0
Tijjani Reijnders,Manchester City,M,13,10,27.02702703,251,11,52.38095238,446,214,660,88.82907133,3,37.5,5,26,2,0,0,54,4,4,10,2,19,0,0,16,6,68,0,1,2.25920791,3.7959,18,0,12.19512195,0,5,7,,44,41.12149533,0,0,1,2139157,83,10,18,3,17,1503,4,1,0,1,0,0,0,0,0,0,0,184,13,0,6.85,0,2,0,0,0,0,0,0,300.6,0,2,27,14,16,15,19,44.18604651,0,10,4,40,17,29,43,37,47,40.86956522,21,514,229,743,41,1,1018,15,2,0
Bernardo Silva,Manchester City,M,73,17,26.15384615,551,59,58.41584158,990,776,1766,90.10204082,4,16.66666667,20,34,4,0,0,128,7,1,11,5,32,0,0,29,25,136,0,2,3.84503713,2.1143,36,0,8.333333333,4,2,6,,84,42,0,0,1,2139129,194,18,45,2,30,2606,5,6,0,0,0,0,0,0,0,0,0,335,17,0,6.844117647,0,0,0,0,0,0,0,0,1303,0,0,20,4,7,6,20,41.66666667,0,43,21,48.8372093,45,112,48,65,88,39.28571429,101,1133,827,1960,24,1,2363,21,9,0
Nathan Aké,Manchester City,D,11,3,75,80,5,26.31578947,165,169,334,89.30481283,13,68.42105263,6,15,0,0,0,12,2,1,1,2,26,0,0,0,2,11,0,1,0.44223924,0.2759,2,0,0,11,0,0,,14,73.68421053,0,0,0,2162739,40,4,6,0,4,504,1,0,0,0,0,0,0,0,0,0,0,51,1,0,6.809090909,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,8,5,62.5,6,17,1,4,27,71.05263158,19,191,183,374,3,1,462,6,1,0
Mateo Kovačić,Manchester City,M,0,0,0,18,0,0,35,21,56,98.24561404,0,0,0,3,1,0,0,2,1,0,0,0,0,0,0,3,0,3,0,0,0.34866597,0.0882,0,0,0,0,0,1,,4,57.14285714,0,0,0,2375674,1,0,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,100,0,1,0,0,3,0,1,0,4,57.14285714,1,36,21,57,1,0,68,2,0,0
Rico Lewis,Manchester City,D,8,0,0,62,8,61.53846154,114,89,203,86.75213675,1,50,1,10,1,0,0,10,2,0,0,0,6,0,0,5,3,15,0,0,1.31145706,0.1119,4,0,0,0,0,1,,14,50,0,0,0,2139125,31,7,6,0,3,333,0,1,0,0,0,0,0,0,0,0,0,46,3,0,6.733333333,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,50,0,5,3,60,6,13,4,2,15,50,13,142,92,234,2,0,319,7,1,0
Savinho,Manchester City,M,3,7,21.875,117,5,41.66666667,187,48,235,83.62989324,0,0,4,20,1,0,0,33,0,6,2,1,6,0,0,6,2,44,0,0,1.30132452,1.6364,8,0,0,0,0,1,,26,39.39393939,0,0,0,2266836,46,5,6,0,5,631,4,0,0,0,0,0,0,0,0,0,1,124,3,0,6.68,0,0,0,0,0,0,0,0,0,0,0,15,0,3,10,9,27.27272727,0,7,4,57.14285714,6,9,33,32,26,37.14285714,12,227,54,281,15,0,450,10,2,0
Omar Marmoush,Manchester City,F,1,0,0,58,1,100,95,33,128,87.07482993,2,25,6,18,3,0,0,15,2,2,7,0,2,0,0,12,3,40,0,0,0.70675318,2.2248,10,0,4,0,1,4,,36,51.42857143,0,0,1,2139137,19,2,11,0,7,611,6,2,0,0,0,0,0,0,0,0,0,68,3,0,6.64375,0,1,0,0,0,0,0,0,611,0,2,18,7,11,7,7,41.17647059,0,12,6,50,11,2,17,11,38,48.71794872,1,112,35,147,25,1,285,18,2,0
John Stones,Manchester City,D,4,0,0,22,5,50,91,149,240,92.66409266,9,90,1,7,0,0,0,17,0,0,0,0,14,0,0,1,2,4,0,0,0.06005487,,0,0,0,1,0,0,,2,40,0,0,0,2139141,19,2,1,0,4,363,0,4,0,0,0,0,0,0,0,0,0,27,1,0,6.566666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,0,0,0,0,1,6,2,4,11,73.33333333,10,103,156,259,0,0,296,0,0,0
Divine Mukasa,Manchester City,M,0,0,0,11,0,0,15,3,18,94.73684211,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,2,1,6,0,0,0.20618365,,1,0,0,0,0,0,,0,0,0,0,0,2545381,1,0,2,0,0,25,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,16,3,19,0,0,23,0,0,0
